phone,price,brand
Samsung Galaxy A7 (2016) 16GB Gold  - Original SME Set,"1,859.00",Samsung
Huawei Ascend Mate 7-L09 (Silver),"1,499.00",Huawei
All In X6 Active Cyanogen OS Blue [2GB RAM/16GB STORAGE],689.00,ALL IN
All In X6 Active Cyanogen OS Navy [2GB RAM/16GB STORAGE],689.00,ALL IN
All In X6 Active Cyanogen OS Orange [2GB RAM/16GB STORAGE],689.00,ALL IN
All In X6 Active Cyanogen OS Red [2GB RAM/16GB STORAGE],689.00,ALL IN
GoMax Infinite G4 Gold (4GB),550.00,Gomax
GoMax Infinite G4 Black (4GB),500.00,Gomax
WINDS NOTE GRACE III Gold,600.00,WINDS
Huawei Honor 5X L-22 White,859.00,Huawei
Asus Padfone S Plus PF500KL (White),699.00,ASUS
OPPO F1 Plus Gold,"1,898.00",OPPO
OPPO F1 Plus Rose Gold,"1,898.00",OPPO
ASUS ZenFone Max 5000mAh battery 16GB (ZC550KL) - BLACK (Official ASUS Malaysia Warranty),799.00,ASUS
ASUS ZenFone Max 5000mAh battery 16GB (ZC550KL) - WHITE (Official ASUS Malaysia Warranty),799.00,ASUS
Nokia Lumia 1320 (Black),699.00,Microsoft
Samsung Galaxy A5 (2016) 16GB Black  - Original SME Set,"1,599.00",Samsung
SAMSUNG GALAXY NOTE 5 32GB(GOLD PLATINUM)  - Original SME Set,"2,699.00",Samsung
SAMSUNG GALAXY NOTE 5 32GB(WHITE PEARL)  - Original SME Set,"2,699.00",Samsung
"ASUS Zenfone GO 5.5"" (2GB/16GB) ZB551KL (Gold)",568.00,ASUS
"ASUS Zenfone GO 4.5"" (1+8GB) ZB452KG (Red)",295.80,ASUS
"ASUS Zenfone GO 4.5"" (1+8GB) ZB452KG (Blue)",295.80,ASUS
"ASUS Zenfone GO 4.5"" (1+8GB) ZB452KG (Gold)",295.80,ASUS
"ASUS Zenfone GO 4.5"" (1+8GB) ZB452KG (Silver)",295.80,ASUS
Samsung Galaxy A7 (2016) 16GB White  - Original SME Set,"1,899.00",Samsung
"ASUS Zenfone GO 4.5"" (1+8GB) ZB452KG (Yellow)",295.80,ASUS
"ASUS Zenfone GO 4.5"" (1GB/8GB) ZB452KG (Black)",295.80,ASUS
"ASUS Zenfone GO 4.5"" (1+8GB) ZB452KG (White)",295.80,ASUS
Samsung S6 Edge Plus Black,"2,199.00",Samsung
Samsung S6 Edge Plus Silver,"2,199.00",Samsung
Samsung Galaxy A5 (2016) 16GB Black  - Original SME Set,"1,599.00",Samsung
Samsung Galaxy A5 (2016) 16GB Gold  - Original SME Set,"1,599.00",Samsung
Samsung Galaxy A5 (2016) 16GB Pink  - Original SME Set,"1,599.00",Samsung
Samsung Galaxy A5 (2016) 16GB White  - Original SME Set,"1,599.00",Samsung
SAMSUNG GALAXY NOTE 5 32GB(WHITE PEARL)  - Original SME Set,"2,699.00",Samsung
"SAMSUNG GALAXY A5 2016 5.2"" 13MP 16GB+2GB RAM (BLACK) ORI SME","1,399.00",Samsung
"SAMSUNG GALAXY A5 2016 5.2"" 13MP 16GB+2GB RAM (GOLD) ORI SME","1,399.00",Samsung
"SAMSUNG GALAXY A5 2016 5.2"" 13MP 16GB+2GB RAM (PINK) ORI SME","1,399.00",Samsung
"SAMSUNG GALAXY A7(6) 5.5"" 13MP 16GB+3GB RAM (GOLD) ORI SME MY","1,699.00",Samsung
SAMSUNG GALAXY NOTE 5 32GB(SILVER PLATINUM)  - Original SME Set,"2,699.00",Samsung
SAMSUNG GALAXY NOTE 5 32GB(BLACK SAPPHIRE)  - Original SME Set,"2,699.00",Samsung
SAMSUNG GALAXY NOTE 5 32GB(GOLD PLATINUM)  - Original SME Set,"2,699.00",Samsung
MicroSoft Lumia 532 Dual Sim (White),329.00,Microsoft
"LENOVO A6000 PLUS 5"" 16GB + 2GB RAM (BLACK) ORI LENOVO",479.00,Lenovo
Acer Liquid Z330 (Black) + FREE Kingston 8GB microSD,288.00,Acer
Acer Liquid Z330 (White) + FREE 8GB Kingston microSD,288.00,Acer
MicroSoft Lumia 550 (Black),576.00,Microsoft
MicroSoft Lumia 550 (White),576.00,Microsoft
MicroSoft Lumia 950 XL (Black),"2,989.00",Microsoft
MicroSoft Lumia 950 XL (White),"2,989.00",Microsoft
DING DING SK1 PLUS 1GB/16GB - GOLD,299.00,Ding Ding
Leagoo Shark 1 16GB Phablet (Satin Silver) [FREE GIFT : VR BOX],969.00,Leagoo
MicroSoft Lumia 532 Dual Sim (Black),329.00,Microsoft
MicroSoft Lumia 532 Dual Sim (Green),329.00,Microsoft
MicroSoft Lumia 532 Dual Sim (Orange),329.00,Microsoft
Nokia Lumia 735 (Gray),679.00,Microsoft
Leagoo Shark 1 16GB Phablet (Modern Gold) [FREE GIFT : VR BOX],969.00,Leagoo
Leagoo Shark 1 16GB Phablet (Elegant Black) [FREE GIFT : VR BOX],969.00,Leagoo
DING DING SK1 PLUS 1GB/16GB - GOLD,299.00,Ding Ding
Huawei Honor 4C U01 (Black) [FREE GIFT : X-MEN Hard casing + X-MEN T-Shirt] [Official Huawei Malaysia],519.00,Huawei
Nokia Lumia 735 (Orange),679.00,Microsoft
Nokia Lumia 735 (White),679.00,Microsoft
LG Nexus 5X H791 32GB Black,"1,199.00",LG
Asus Zenfone C ZC451CG Black,294.00,ASUS
iNew TV Mobile A1 - WHITE,99.00,iNEW
iNew TV Mobile A1 - YELLOW,99.00,iNEW
iNew Mini 1 0.96 Inch Mini Bluetooth Pocket Card Cell Phone Black,88.00,iNEW
Lenovo Vibe K5 A6020 16GB/2GB - Gold,559.00,Lenovo
Samsung Galaxy V Plus G318HZ (White),285.00,Samsung
Samsung Galaxy J1 Ace SM-J110G (Black),379.00,Samsung
Samsung Galaxy J1 Ace SM-J110G (White),379.00,Samsung
iNew Mini 1 5.3mm Ultra Thin Slim 0.96 Inch Children's Card Mobile Blue,88.00,iNEW
iNew Mini 1 0.96 Inch MT6261D Card Mobile Phone for Children White,88.00,iNEW
Samsung Galaxy J1 Ace SM-J110G (Blue),379.00,Samsung
Samsung Galaxy Note 5 (White),"2,349.00",Samsung
SAMSUNG GALAXY NOTE 5 32GB(SILVER PLATINUM)  - Original SME Set,"2,699.00",Samsung
iNew Mini 1 Mini Pocket Students Personality Children Phone Yellow,88.00,iNEW
iNew Mini 1 Quad Band Bluetooth Dialing Anti-lost Card Phone Green,88.00,iNEW
iNew U1 4.0 Inch Screen MTK6572M Dual SIM Android 4.4 Mobile Phone - BLACK,199.00,iNEW
DING DING GUIDE S1- 5.5 - 3GB+32GB - 3D Phone (BLACK) [FREE GIFT : VR BOX],998.00,Ding Ding
DING DING GUIDE S1- 5.5 - 3GB+32GB - 3D Phone (BLACK) [FREE GIFT : VR BOX],998.00,Ding Ding
DING DING GUIDE S1- 5.5 - 3GB+32GB - 3D Phone (BLACK) [FREE GIFT : VR BOX],998.00,Ding Ding
"SAMSUNG GALAXY J7 2016 16GB 5.5""- BLACK",959.00,Samsung
SAMSUNG GALAXY NOTE 5 32GB(BLACK SAPPHIRE)  - Original SME Set,"2,699.00",Samsung
Microsoft Lumia 950 DS (White),"2,439.00",Microsoft
Microsoft Lumia 950 DS (Black),"2,439.00",Microsoft
iNew U1 4.0 Inch Screen MTK6572M Dual SIM Android 4.4 Mobile Phone - BLUE,199.00,iNEW
iNew U1 4.0 Inch Screen MTK6572M Dual SIM Android 4.4 Mobile Phone - RED,199.00,iNEW
iNew U1 4.0 Inch Screen MTK6572M Dual SIM Android 4.4 Mobile Phone - WHITE,199.00,iNEW
Samsung Galaxy J1 2016 - (White) + FREE Kingston 16GB microSD,428.00,Samsung
"SAMSUNG GALAXY J7 2016 16GB 5.5""- WHITE",959.00,Samsung
Lenovo Vibe S1 Lite 16GB/2GB - Midnight Blue,599.00,Lenovo
LG NEXUS 5X LG-H791 32GB/2GB - Black,"1,199.00",LG
DOOGEE T6 16GB LTE  (BLACK),599.00,Doogee
DOOGEE T6 16GB LTE (WHITE),599.00,Doogee
Huawei Mate S 64GB ( Luxurious Gold) (Official Huawei Malaysia Warranty),"2,559.00",Huawei
iNew TV Mobile A1 - BLACK,99.00,iNEW
iNew TV Mobile A1 - BLUE,99.00,iNEW
iNew TV Mobile A1 - RED,99.00,iNEW
Lenovo K4 Note A7010 5.5' 16GB/3GB - Black,799.00,Lenovo
Lenovo K4 Note A7010 5.5' 16GB/3GB - White,799.00,Lenovo
LG NEXUS 5X LG-H791 32GB/2GB - Black,"1,199.00",LG
HUAWEI MATE 8 STANDARD (Moonlight Silver) (Official Huawei Warranty),"1,999.00",Huawei
HUAWEI MATE 8 STANDARD (Space Gray) (Official Huawei Warranty),"1,999.00",Huawei
DOOGEE X5PRO 16GB LTE (BLACK),399.00,Doogee
iNew U3 4.5 Inch 64bit MTK6735 Android 5.1 4G LTE 8GB ROM Dual SIM Mobile - BLUE,299.00,iNEW
iNew U3 4.5 Inch 64bit MTK6735 Android 5.1 4G LTE 8GB ROM Dual SIM Mobile - PINK,299.00,iNEW
iNew U3 4.5 Inch 64bit MTK6735 Android 5.1 4G LTE 8GB ROM Dual SIM Mobile - WHITE,299.00,iNEW
Lenovo K4 Note A7010 5.5' 16GB/3GB - White,799.00,Lenovo
Lenovo K4 Note A7010 5.5' 16GB/3GB - Black,799.00,Lenovo
OPPO R7 Plus FC Barcelona Edition Gold,"2,398.00",OPPO
DOOGEE X5PRO 16GB LTE (WHITE),399.00,Doogee
Huawei P8 16GB (Black) (Official Huawei Malaysia Warranty),"1,899.00",Huawei
Huawei P8 16GB (White) (Official Huawei Malaysia Warranty),"1,899.00",Huawei
Huawei Y550 4GB (Black) (Official Huawei Malaysia Warranty),479.00,Huawei
iNew U1 Pro 4.0 Inch Screen MTK6572M Dual SIM Android 4.4 Mobile Phone - BLACK,219.00,iNEW
iNew U1 Pro 4.0 Inch Screen MTK6572M Dual SIM Android 4.4 Mobile Phone - BLUE,219.00,iNEW
iNew U1 Pro 4.0 Inch Screen MTK6572M Dual SIM Android 4.4 Mobile Phone - RED,219.00,iNEW
iNew U1 Pro 4.0 Inch Screen MTK6572M Dual SIM Android 4.4 Mobile Phone - WHITE,219.00,iNEW
OPPO A37 Gold,798.00,OPPO
OPPO A37 Rose Gold,798.00,OPPO
Logitech Wireless Mouse M545 - Blue (910-004328),106.80,Logitech
Huawei Y550 4GB (White) (Official Huawei Malaysia Warranty),479.00,Huawei
Huawei Y5C (Black) (Official Huawei Malaysia Warranty),339.00,Huawei
Huawei Y5C (White) (Official Huawei Malaysia Warranty),339.00,Huawei
Huawei Y6 8GB (Black) (Official Huawei Malaysia Warranty),569.00,Huawei
iNew U5 5 inch Android 5.1 64bit MTK6735 4G LTE 16GB ROM Dual SIM Mobile - GRAY,439.00,iNEW
iNew U5 5 inch Android 5.1 64bit MTK6735 4G LTE 16GB ROM Dual SIM Mobile - RED,439.00,iNEW
Asus Zenfone 2 FHD ZE551ML-6A302WW 64GB (Black),"1,249.00",ASUS
Huawei Y6 8GB (White) (Official Huawei Malaysia Warranty),569.00,Huawei
iNew V1 5.0 Inch MTK6582 1GB Android 4.4 8GB 3G Sony Camera Wifi Smartphone - YELLOW,299.00,iNEW
Samsung Galaxy S7 Edge (Gold),"3,059.00",Samsung
iNew V1 5.0 Inch MTK6582 1GB Android 4.4 8GB 3G Sony Camera Wifi Smartphone - BLACK,339.00,iNEW
iNew V1 5.0 Inch MTK6582 1GB Android 4.4 8GB 3G Sony Camera Wifi Smartphone - RED,339.00,iNEW
iNew V1 5.0 Inch MTK6582 1GB Android 4.4 8GB 3G Sony Camera Wifi Smartphone - WHITE,339.00,iNEW
Asus Zenfone 2 FHD ZE551ML-6C303WW 64GB (Red),"1,249.00",ASUS
Asus Zenfone 2 FHD ZE551ML-6J307WW 64GB (Silver),"1,249.00",ASUS
Asus Zenfone Max ZC550KL-6A008WW 16GB (Black),759.00,ASUS
Asus Zenfone Max ZC550KL-1B009WW 16GB (White),759.00,ASUS
Samsung Galaxy S7 Edge (Platinum),"3,059.00",Samsung
Motorola Nexus 6 32GB (Cloud White),"1,959.00",Motorola
"Samsung GALAXY NOTE 5 (5.7"") 32GB+4GB RAM DUAL SIM (SILVER) ORI SME","2,549.00",Samsung
Samsung Galaxy S7 Edge (Black),"3,059.00",Samsung
iNew U3 4.5 Inch 64bit MTK6735 Android 5.1 4G LTE 8GB ROM Dual SIM Mobile - BLACK,299.00,iNEW
iNew V7 5 Inch MT6582 Quad Core Smartphone Android 4.4 16GB ROM Sony Camera - WHITE,499.00,iNEW
Asus Zenfone 2 FHD ZE551ML-6A290WW 32GB (Black),"1,179.00",ASUS
Asus Zenfone 2 FHD ZE551ML-6C291WW 32GB (Red),"1,169.00",ASUS
Asus Zenfone 2 FHD ZE551ML-6G292WW 32GB (Black),"1,049.00",ASUS
Asus Zenfone 2 FHD ZE551ML-6J293WW 32GB (Silver),"1,169.00",ASUS
Samsung Galaxy A5(2016) (Gold),"1,399.00",Samsung
ONEPLUS 2 (64GB) (Sandstone Black),"1,779.00",Oneplus
HOMTOM HT6 4G Smartphone 6250mAh (SILVER) (Official HOMTOM Malaysia Warranty),799.00,HOMTOM
HOMTOM HT6 4G Smartphone 6250mAh (GREY) (Official HOMTOM Malaysia Warranty),799.00,HOMTOM
HOMTOM HT7 8GB (Black) (Official HOMTOM Malaysia Warranty),388.00,HOMTOM
Samsung Galaxy A5(2016) (White),"1,399.00",Samsung
Samsung Galaxy A5(2016) (Pink Gold),"1,399.00",Samsung
Asus Zenfone Go 4.5” Plus ZC451TG [8GB Rom/2GB Ram] Ori ASUS Msia Set (Black),349.00,ASUS
Asus Zenfone Go 4.5” Plus ZC451TG [8GB Rom/2GB Ram] Ori ASUS Msia Set (White),349.00,ASUS
HOMTOM HT7 8GB (White) (Official HOMTOM Malaysia Warranty),388.00,HOMTOM
Huawei Y550 4GB (Black) (Official Huawei Malaysia Warranty),479.00,Huawei
Huawei Y550 4GB (White) (Official Huawei Malaysia Warranty),479.00,Huawei
Huawei Y5C (Black) (Official Huawei Malaysia Warranty),339.00,Huawei
Asus Zenfone Go 4.5” Plus ZC451TG [8GB Rom/2GB Ram] Ori ASUS Msia Set (Blue),349.00,ASUS
Samsung Galaxy J1 Mini (8GB + 768MB Ram) Original Samsung Msia Set SME (Gold),297.00,Samsung
Samsung Galaxy J1 Ace SM-J111F/DS (LTE 4G) 8GB ROM Ori Samsung SME Set (Black),389.00,Samsung
Huawei Y5C (White) (Official Huawei Malaysia Warranty),339.00,Huawei
Huawei Y6 8GB (Black) (Official Huawei Malaysia Warranty),569.00,Huawei
Huawei Y6 8GB (White) (Official Huawei Malaysia Warranty),569.00,Huawei
ALCATEL PIXI 3 (3.5) 4GB+512MB (WHITE) ORI ALCATEL,155.00,Alcatel
Samsung Galaxy J1 Ace SM-J111F/DS (LTE 4G) 8GB ROM Ori Samsung SME Set (White),389.00,Samsung
Samsung Galaxy J1 Ace SM-J111F/DS (LTE 4G) 8GB ROM Ori Samsung SME Set (Blue),389.00,Samsung
"ALCATEL IDOL X PLUS 32GB 5.5"" LTE 2GB RAM (WHITE) ORI ALCATEL",688.00,Alcatel
"ALCATEL IDOL X PLUS 32GB 5.5"" LTE 2GB RAM (BLACK) ORI ALCATEL",688.00,Alcatel
ALCATEL PIXI 3 (4.5) 4GB+1GB RAM 8MP DUAL-SIM (BLACK) ORI ALCATEL,288.00,Alcatel
Samsung Galaxy A9 Pro Duos (2016) (32GB ROM & 4GB RAM) - SME Set (Gold),"1,979.00",Samsung
Samsung Galaxy J5 (2016) J510 Original SME Set (Black),809.00,Samsung
Samsung Galaxy J5 (2016) J510 Original SME Set (Gold),819.00,Samsung
ALCATEL FLASH MINI 4031D 4GB+512RAM 5MP+0.3MP (GREY) ORI ALCATEL,219.00,Alcatel
ALCATEL PIXI 3 (3.5) 4GB+512MB (BLACK) ORI ALCATEL,155.00,Alcatel
HUAWEI Y6 8GB + 2GB RAM (BLACK) ORI HUAWEI MSIA,519.00,Huawei
Samsung Galaxy J5 (2016) J510 Original SME Set (White),809.00,Samsung
Samsung Galaxy J1 Mini (8GB + 768MB Ram) Original Samsung Msia Set SME (Black),297.00,Samsung
Samsung Galaxy J1 Mini (8GB + 768MB Ram) Original Samsung Msia Set SME (White),297.00,Samsung
ASUS ZENFONE GO ZC451TG White,339.00,ASUS
HUAWEI Y6 8GB + 2GB RAM (WHITE) ORI HUAWEI MSIA,519.00,Huawei
HUAWEI HONOR 4x 8GB ROM 2GB RAM Dual-SIM (BLACK) ORI MSIA SET,729.00,Huawei
Samsung Galaxy J7 16GB 10G (Black) [FREE GIFT : Silicone Casing],"1,022.00",Samsung
Samsung Galaxy J7 16GB 10G (Gold) [FREE GIFT : Silicone Casing],"1,022.00",Samsung
Samsung Galaxy J7 16GB 10G (White) [FREE GIFT : Silicone Casing],"1,022.00",Samsung
HUAWEI HONOR 4x 8GB ROM 2GB RAM Dual-SIM (WHITE) ORI MSIA SET,729.00,Huawei
HUAWEI HONOR 4C OCTA CORE 1.2GHZ (8GB) 2GB RAM (BLACK) ORI HUAWEI MSIA,599.00,Huawei
HUAWEI HONOR 4C OCTA CORE 1.2GHZ (8GB) 2GB RAM (WHITE) ORI HUAWEI MSIA,599.00,Huawei
Samsung Galaxy J7 16GB 10G (Black) [FREE GIFT : Windscreen Car Holder],"1,019.00",Samsung
Samsung Galaxy J7 16GB 10G (Gold) [FREE GIFT : Windscreen Car Holder],"1,019.00",Samsung
Samsung Galaxy J7 16GB 10G (White) [FREE GIFT : Windscreen Car Holder],"1,019.00",Samsung
Samsung Galaxy A7 2016 (Gold) [FREE GIFT : Windscreen Car Holder],"1,859.00",Samsung
Samsung Galaxy J7 16GB 10G (Gold),"1,009.00",Samsung
Samsung Galaxy J7 16GB 10G (White),"1,009.00",Samsung
Samsung Galaxy A7 2016 (Pink Gold) [FREE GIFT : Windscreen Car Holder],"1,859.00",Samsung
Samsung Galaxy A7 2016 (White) [FREE GIFT : Windscreen Car Holder],"1,859.00",Samsung
Samsung Galaxy J7 16GB 10G (Black) [FREE GIFT : Tempered Glass],"1,018.00",Samsung
Samsung Galaxy J7 16GB 10G (Gold) [FREE GIFT : Tempered Glass],"1,018.00",Samsung
Samsung Galaxy J7 16GB 10G (White) [FREE GIFT : Tempered Glass],"1,018.00",Samsung
Samsung Galaxy J1 8GB 20G (Black) [FREE GIFT : Tempered Glass],448.00,Samsung
Samsung Galaxy J1 8GB 20G (Gold) [FREE GIFT : Tempered Glass],448.00,Samsung
Samsung Galaxy J1 8GB 20G (White) [FREE GIFT : Windscreen Car Holder],450.00,Samsung
Samsung Galaxy J1 8GB 20G (Black) [FREE GIFT : Silicone Casing + Tempered Glass],460.00,Samsung
Samsung Galaxy J1 8GB 20G (Gold) [FREE GIFT : Silicone Casing + Tempered Glass],460.00,Samsung
Samsung Galaxy A7 2016 (Black) [FREE GIFT : Quality Silicone Casing],"1,868.00",Samsung
Samsung Galaxy A7 2016 (Gold) [FREE GIFT : Quality Silicone Casing],"1,868.00",Samsung
Samsung Galaxy A7 2016 (Pink Gold) [FREE GIFT : Quality Silicone Casing],"1,868.00",Samsung
Samsung Galaxy J1 8GB 20G (White) [FREE GIFT : Silicone Casing + Tempered Glass],460.00,Samsung
Samsung Galaxy A7 2016 (White) [FREE GIFT : Quality Silicone Casing],"1,868.00",Samsung
Samsung Galaxy A7 2016 (Black) [FREE GIFT : Windscreen Car Holder],"1,859.00",Samsung
Samsung Galaxy A7 2016 (White),"1,858.00",Samsung
Samsung Galaxy J7 16GB 10G (Black),"1,009.00",Samsung
Samsung Galaxy J1 8GB 20G (White) [FREE GIFT : Tempered Glass],448.00,Samsung
Samsung Galaxy J1 8GB 20G (Black) [FREE GIFT : Quality Silicone Casing],459.00,Samsung
Samsung Galaxy A7 2016 (Black) [FREE GIFT : Tempered Glass],"1,865.00",Samsung
Samsung Galaxy A7 2016 (Gold) [FREE GIFT : Tempered Glass],"1,865.00",Samsung
Samsung Galaxy J1 8GB 20G (Gold) [FREE GIFT : Quality Silicone Casing],459.00,Samsung
Samsung Galaxy J1 8GB 20G (White) [FREE GIFT : Quality Silicone Casing],459.00,Samsung
Samsung Galaxy J1 8GB 20G (Black) [FREE GIFT : Windscreen Car Holder],450.00,Samsung
Samsung Galaxy A7 2016 (Pink Gold) [FREE GIFT : Tempered Glass],"1,865.00",Samsung
Samsung Galaxy A7 2016 (White) [FREE GIFT : Tempered Glass],"1,865.00",Samsung
Samsung Galaxy A7 2016 (Black),"1,858.00",Samsung
Samsung Galaxy J1 8GB 20G (Gold) [FREE GIFT : Windscreen Car Holder],450.00,Samsung
Samsung Galaxy A7 2016 (Gold),"1,858.00",Samsung
Samsung Galaxy A7 2016 (Pink Gold),"1,858.00",Samsung
 Huawei P9 Lite Gold [FREE BACK CASING + TEMPERED GLASS + LOCA 10000 mAh POWERBANK]  ,"1,079.00",Huawei
SAMSUNG GALAXY J3 2016 8GB - GOLD,615.00,Samsung
SAMSUNG GALAXY J3 2016 8GB - BLACK,615.00,Samsung
SAMSUNG GALAXY J3 2016 8GB - WHITE,615.00,Samsung
SAMSUNG GALAXY J1 2016 8GB- BLACK,445.00,Samsung
iNew U1 4.0 Inch Screen MTK6572M Dual SIM Android 4.4 Mobile Phone - BLUE,189.00,iNEW
SAMSUNG GALAXY J1 2016 8GB- WHITE,445.00,Samsung
Huawei Y6 U21 (White),489.00,Huawei
Huawei Y6 U21 (Black),489.00,Huawei
HTC 10 (Gray),"2,799.00",HTC
iNew U1 4.0 Inch Screen MTK6572M Dual SIM Android 4.4 Mobile Phone - RED,189.00,iNEW
iNew U1 4.0 Inch Screen MTK6572M Dual SIM Android 4.4 Mobile Phone - WHITE,189.00,iNEW
iNew TV Mobile A1 - BLACK,89.00,iNEW
iNew TV Mobile A1 - BLUE,89.00,iNEW
iNew TV Mobile A1 - RED,89.00,iNEW
HTC 10 (Gold),"2,799.00",HTC
LENOVO TAB 2 A7-30 16GB CALL+WIRELESS DUALSIM (WHITE) ORI SET,469.00,Lenovo
LENOVO TAB 2 A7-30 16GB CALL+WIRELESS DUALSIM (BLUE) ORI SET,469.00,Lenovo
"ASUS ZENFONE 2 LASER 6.0 ZE601KL 6"" ORI ASUS MY (16GB) (RED)",949.00,ASUS
LENOVO TAB 2 A7-30 16GB CALL+WIRELESS DUALSIM (BLACK) ORI SET,469.00,Lenovo
iNew U1 Pro 4.0 Inch Screen MTK6572M Dual SIM Android 4.4 Mobile Phone - BLACK,219.00,iNEW
iNew U1 Pro 4.0 Inch Screen MTK6572M Dual SIM Android 4.4 Mobile Phone - BLUE,219.00,iNEW
iNew U1 Pro 4.0 Inch Screen MTK6572M Dual SIM Android 4.4 Mobile Phone - RED,219.00,iNEW
iNew U1 Pro 4.0 Inch Screen MTK6572M Dual SIM Android 4.4 Mobile Phone - WHITE,219.00,iNEW
"WIKO U FEEL 5"" 16GB (WHITE) (Official WIKO malaysia Warranty)",699.00,Wiko
"WIKO U FEEL 5"" 16GB (GREY) (Official WIKO malaysia Warranty)",699.00,Wiko
"WIKO U FEEL LITE 5"" 16GB (CHOCOLATE)  (Official Wiko Malaysia Warranty)",569.00,Wiko
iNew U1 4.0 Inch Screen MTK6572M Dual SIM Android 4.4 Mobile Phone - BLACK,189.00,iNEW
iNew V1 5.0 Inch MTK6582 1GB Android 4.4 8GB 3G Sony Camera Wifi Smartphone - WHITE,339.00,iNEW
iNew V1 5.0 Inch MTK6582 1GB Android 4.4 8GB 3G Sony Camera Wifi Smartphone - YELLOW,299.00,iNEW
iNew U3 4.5 Inch 64bit MTK6735 Android 5.1 4G LTE 8GB ROM Dual SIM Mobile - BLACK,299.00,iNEW
"WIKO U FEEL LITE 5"" 16GB (GREY)  (Official Wiko Malaysia Warranty)",569.00,Wiko
WIKO FEVER 5.2” 32GB (WHITE)  (Official WIKO malaysia Warranty),799.00,Wiko
Sony Xperia XA F3116 16GB - Gold,"1,199.00",Sony
iNew U3 4.5 Inch 64bit MTK6735 Android 5.1 4G LTE 8GB ROM Dual SIM Mobile - BLUE,299.00,iNEW
iNew U3 4.5 Inch 64bit MTK6735 Android 5.1 4G LTE 8GB ROM Dual SIM Mobile - PINK,299.00,iNEW
iNew U3 4.5 Inch 64bit MTK6735 Android 5.1 4G LTE 8GB ROM Dual SIM Mobile - WHITE,299.00,iNEW
iNew V3 Plus Octa Core MTK6592 RAM 2GB Android 4.4 Smart Phone - BLACK,499.00,iNEW
Sony Xperia X F5122 64GB/3GB - Rose Gold,"2,499.00",Sony
Sony Xperia X F5122 64GB/3GB - Gold,"2,499.00",Sony
Sony Xperia X F5122 64GB/3GB - Graphite Black,"2,499.00",Sony
Sony Xperia XA F3116 16GB - Black,"1,199.00",Sony
iNew V3 Plus Octa Core MTK6592 RAM 2GB Android 4.4 Smart Phone - WHITE,499.00,iNEW
iNew V1 5.0 Inch MTK6582 1GB Android 4.4 8GB 3G Sony Camera Wifi Smartphone - BLACK,339.00,iNEW
Sony Xperia X F5122 Lime Gold,"2,499.00",Sony
Sony Xperia X F5122 Rose Gold,"2,499.00",Sony
Sony Xperia XA F3116 16GB - White,"1,199.00",Sony
Sony Xperia X F5122 64GB/3GB - White,"2,499.00",Sony
SAMSUNG GALAXY J1 2016 8GB- GOLD,449.00,Samsung
Samsung Galaxy A7(2016) (Gold),"1,599.00",Samsung
Sony Xperia X F5122 White,"2,499.00",Sony
ZTE Blade A452 5.0 inch Blade A452 4G LTE Smartphone (Official ZTE Malaysia Warranty),399.00,ZTE
Huawei P9 Lite VNS-L31 Black [FREE LOCA MMC 32GB+LOCA POWERBANK 10000MAH+ORI FLIP CASING+TEMPERED GLASS],"1,099.00",Huawei
Samsung Galaxy A7(2016) (Pink Gold),"1,599.00",Samsung
DOOGEE F3PRO 16GB LTE (BLACK),699.00,Doogee
Huawei P9 Lite VNS-L31 Gold [FREE LOCA MMC 32GB+LOCA POWERBANK 10000MAH+ORI FLIP CASING+TEMPERED GLASS],"1,099.00",Huawei
Huawei P9 Lite VNS-L31 White [FREE LOCA MMC 32GB+LOCA POWERBANK 10000MAH+ORI FLIP CASING+TEMPERED GLASS],"1,099.00",Huawei
Huawei P9 Lite VNS-L31 Black [FREE HUAWEI Y3C],"1,099.00",Huawei
Huawei P9 Lite VNS-L31 Gold [FREE HUAWEI Y3C],"1,099.00",Huawei
Huawei P9 Lite VNS-L31 White [FREE HUAWEI Y3C],"1,099.00",Huawei
Apple iPhone 6s Plus 16Gb Rose Gold [FREE GIFT : Silicon Holder],"3,588.00",Apple
Samsung Galaxy A5 (Black) SAM-SM-A510FZKFXME,"1,399.00",Samsung
Samsung Galaxy A5 (White) SAM-SM-A510FZWFXME,"1,399.00",Samsung
Samsung Galaxy A7 (Gold) SAM-SM-A710FZDFXME,"1,699.00",Samsung
Samsung Galaxy A7 (Black) SAM-SM-A710FZKFXME,"1,699.00",Samsung
Samsung Galaxy A7 (White) SAM-SM-A710FZWFXME,"1,699.00",Samsung
Samsung Galaxy A5 (Pink) SAM-SM-A510FEDFXME,"1,399.00",Samsung
Samsung Galaxy A7 (Pink) SAM-SM-A710FEDFXME,"1,699.00",Samsung
Huawei Y3 II LUA-U22 8GB Black,319.00,Huawei
Huawei Y3 II LUA-U22 8GB White,319.00,Huawei
Samsung Galaxy Note 5 (Gold Platinum) SAM-SM-N9208ZDUXME,"2,399.00",Samsung
[IMPORTED]LG Nexus 5X H790 16GB (Black),"1,099.00",LG
"SAMSUNG GALAXY NOTE 5 (5.7"") 32GB+4GB RAM DUAL SIM (GOLD) ORI SME","2,499.00",Samsung
"SAMSUNG GALAXY NOTE 5 (5.7"") 32GB+4GB RAM DUAL SIM (SILVER) ORI SME","2,499.00",Samsung
